rank,zone,n_tickets,w_tickets,lat,lon,sev_mean,junction_share,veh_mean,n_days,n_hours,approved_share,rejected_share,top_violation,top_vehicle,police_station,junction_name,address,peak_hour,peak_dow,persistence,c_volume,c_severity,c_junction,c_vehicle,c_persistence,CIS,tier
518,248_208,625,583.6,13.034911956078906,77.58880409390304,0.46351996,0.0,0.46448004,106,17,0.3248,0.0864,NO PARKING,CAR,Hebbala,No Junction,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",4,Tuesday,0.7073333333333334,0.65071553,0.02458182,0.0,0.3326836,0.7163969035890219,33.880394678261396,Medium
519,217_187,58,44.5,12.992705943103449,77.55876697931035,0.54655176,1.0,0.3525862,8,8,0.6724137931034483,0.3103448275862069,WRONG PARKING,SCOOTER,Rajajinagar,BTP009 - Prakash Nagar Junction,"7th Cross Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",3,Friday,0.16533333333333333,0.19303598,0.17554872,1.0,0.120851584,0.14426460239268118,33.79613817959793,Medium
520,201_220,37,25.0,12.971105737837837,77.60530232972974,0.97027034,0.0,0.5710811,6,9,0.0,0.43243243243243246,PARKING IN A MAIN ROAD,CAR,Ashok Nagar,No Junction,"Field Marshal KM Cariappa Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",16,Sunday,0.17400000000000002,0.0927214,0.945946,0.0,0.53449553,0.1534130893736805,33.77298498907658,Medium
521,189_211,54,42.75,12.955046935185184,77.5925767425926,0.4814815,1.0,0.44259262,25,12,0.5370370370370371,0.2777777777777778,NO PARKING,SCOOTER,Wilson Garden,"BTP102 - BMTC Junction, KH Road","BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",8,Saturday,0.3,0.18600541,0.057239145,1.0,0.29124737,0.28641801548205487,33.717821635027995,Medium
522,177_202,46,43.75,12.938933745180325,77.5800410516396,0.4847826,1.0,0.4728261,17,9,0.2608695652173913,0.06521739130434782,NO PARKING,CAR,Basavanagudi,"BTP186 - 9th Cross, 4th Main, Jayanagar","RV Road, Parasmani Regency, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",8,Thursday,0.21800000000000003,0.19005659,0.06324117,1.0,0.34848392,0.19985925404644617,33.71644102021224,Medium
523,172_206,47,36.5,12.932325191489362,77.58587020638298,0.50212765,1.0,0.45851067,26,10,0.44680851063829785,0.2978723404255319,NO PARKING,CAR,Jayanagara,BTP218 - Syndicate Bank Junction,"11th Main Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",9,Saturday,0.27066666666666667,0.15837298,0.09477761,1.0,0.32138264,0.2554539057002111,33.68085986612801,Medium
524,143_243,331,295.75,12.893222992760933,77.63705257202417,0.54909366,0.0,0.5852266,79,11,0.42900302114803623,0.1419939577039275,WRONG PARKING,CAR,Hulimavu,No Junction,"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",2,Thursday,0.4993333333333333,0.52917314,0.18017036,0.0,0.5612751,0.49683321604503866,33.60640260968344,Medium
525,193_218,61,55.0,12.960466980327867,77.60155518360656,0.4532787,1.0,0.4465574,22,10,0.26229508196721313,0.13114754098360656,NO PARKING,SCOOTER,Ashok Nagar,BTP172 - Nanjappa Circle,"Rhenius Street, Nanjappa Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",8,Wednesday,0.2546666666666667,0.23025659,0.0059613306,1.0,0.2987533,0.2385643912737509,33.58119011509909,Medium
526,193_242,36,31.5,12.96131343611111,77.635370925,0.49027777,1.0,0.5436111,15,11,0.08333333333333333,0.16666666666666666,NO PARKING,CAR,Halasur,"BTP145 - Sri Hatti Maramma Circle, Domluru","Old Airport Road, Attimaramma Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",3,Sunday,0.24333333333333335,0.13272126,0.07323237,1.0,0.4824907,0.22660098522167488,33.56697040788939,Medium
527,211_180,47,37.25,12.984806047790773,77.5492597961702,0.5159575,1.0,0.42553192,16,11,0.5957446808510638,0.2765957446808511,NO PARKING,SCOOTER,Magadi Road,"BTP024 - NPS, Vijayanagar","20th Main Road, Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,Friday,0.24733333333333335,0.16192272,0.11992274,1.0,0.2589489,0.23082336382828994,33.56308608966697,Medium
528,188_211,44,33.5,12.954068288636364,77.59265881136363,0.49318182,1.0,0.53,19,8,0.38636363636363635,0.3181818181818182,NO PARKING,SCOOTER,Wilson Garden,BTP103 - Shanti Nagar TTMC,"H Siddiah Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",9,Saturday,0.20933333333333332,0.14342631,0.078512475,1.0,0.45672274,0.19071076706544685,33.45706849252146,Medium
529,211_179,30,27.0,12.984517106666667,77.54812053333333,0.5366667,1.0,0.51033336,7,9,0.8333333333333334,0.13333333333333333,WRONG PARKING,CAR,Magadi Road,"BTP024 - NPS, Vijayanagar","1st Main Road, Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",5,Saturday,0.17800000000000002,0.10600574,0.15757586,1.0,0.41949087,0.15763546798029557,33.42086116705328,Medium
530,165_233,78,76.5,12.922571569230769,77.62265544743589,0.46346152,1.0,0.36166668,17,5,0.08974358974358974,0.02564102564102564,NO PARKING,SCOOTER,Madiwala,BTP137 - Madiwala Traffic PS Junction,"Madiwala Market Street, FSL Quarters, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",0,Sunday,0.15133333333333332,0.28850162,0.02447556,1.0,0.13804229,0.12948627726952847,33.38473084884093,Medium
531,105_250,693,624.0,12.841880731313132,77.6460281948052,0.5310245,0.0,0.36041847,79,12,0.2886002886002886,0.13275613275613277,WRONG PARKING,SCOOTER,Electronic City,No Junction,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",13,Sunday,0.516,0.66269416,0.14731736,0.0,0.13567923,0.5144264602392681,33.37828736501909,Medium
532,169_205,48,45.0,12.9287261375,77.58388799375,0.46875,1.0,0.4885417,23,7,0.4583333333333333,0.08333333333333333,NO PARKING,CAR,Jayanagara,BTP220 - Puttanna Junction,"9th Main Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",11,Sunday,0.20866666666666667,0.19499509,0.03409098,1.0,0.37823594,0.19000703729767768,33.35953197256517,Medium
533,212_188,44,35.0,12.986339420454545,77.56005594772728,0.53636366,1.0,0.4431818,11,6,0.5681818181818182,0.2727272727272727,WRONG PARKING,CAR,Rajajinagar,"BTP015 - Suguna Hospital, Dr. Rajkumar Road","80 Feet Ring Road, Udayam Nagar, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)",10,Saturday,0.14400000000000002,0.1510554,0.15702489,1.0,0.2923628,0.12174524982406756,33.35364157901546,Medium
534,185_160,52,40.0,12.950327030769232,77.52210537115386,0.8528846,0.0,0.6955769,7,7,0.5,0.3076923076923077,PARKING IN A MAIN ROAD,CAR,Byatarayanapura,No Junction,"14th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",11,Monday,0.1446666666666667,0.1743682,0.7325174,0.0,0.770185,0.12244897959183675,33.342162060494324,Medium
535,228_195,392,363.5,13.00848256989796,77.57051900535714,0.50765306,0.0,0.5492857,90,14,0.45918367346938777,0.09693877551020408,WRONG PARKING,CAR,Malleshwaram,No Junction,"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",7,Sunday,0.5933333333333334,0.56603473,0.104823805,0.0,0.49323356,0.5960591133004927,33.324738587505124,Medium
536,201_211,37,36.25,12.971140456756757,77.59278961351352,0.4527027,1.0,0.6116217,11,8,0.16216216216216217,0.02702702702702703,NO PARKING,CAR,Halasuru Gate,BTP063 - Siddalingaiah Circle,"Kasturba Road, Siddalingaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2,Sunday,0.17733333333333334,0.15717393,0.004914077,1.0,0.61124504,0.1569317382125264,33.30570700421751,Medium
537,188_209,40,34.75,12.954303867499998,77.58994444,0.49,1.0,0.50225,24,8,0.35,0.175,NO PARKING,SCOOTER,Wilson Garden,BTP103 - Shanti Nagar TTMC,"Sri Kolada Mata Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",10,Wednesday,0.22933333333333333,0.1498062,0.07272736,1.0,0.40418786,0.21182266009852216,33.22150611708611,Medium
538,201_298,230,214.25,12.971248909851235,77.71218332356523,0.59478265,0.0,0.5735652,61,14,0.22608695652173913,0.09130434782608696,NO PARKING,CAR,HAL Old Airport,No Junction,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",3,Monday,0.4773333333333334,0.47161573,0.26324123,0.0,0.5391983,0.4736101337086559,33.21566478193939,Medium
539,203_227,410,381.5,12.973802704878048,77.61450682512195,0.46682924,0.0,0.6273658,93,13,0.5146341463414634,0.09268292682926829,NO PARKING,CAR,Halasur,No Junction,"Mahatma Gandhi Road, WEBBS Circle Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",4,Saturday,0.5886666666666667,0.57467526,0.03059869,0.0,0.64105105,0.5911330049261084,33.20044196151161,Medium
540,211_322,58,58.0,12.985341187931034,77.74590292586207,0.96896553,0.0,0.3,6,6,0.0,0.0,PARKING IN A MAIN ROAD,SCOOTER,Whitefield,No Junction,"Mims Gulmohar Road, Gulmohar, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",10,Wednesday,0.124,0.23961125,0.9435737,0.0,0.021297935,0.10063335679099225,33.195050145275914,Medium
541,190_198,67,64.75,12.95685266716418,77.57489920447762,0.46492538,1.0,0.3574627,20,9,0.5223880597014925,0.04477611940298507,NO PARKING,SCOOTER,V.V.Puram (C.Pet),BTP105 - Shivasankara Circle,"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",12,Wednesday,0.23000000000000004,0.25902864,0.027137125,1.0,0.13008353,0.21252638986629138,33.17052956207811,Medium
542,183_202,45,37.5,12.947688113333333,77.57986167555556,0.5144444,1.0,0.43111116,17,8,0.3111111111111111,0.2222222222222222,NO PARKING,SCOOTER,Basavanagudi,BTP184 - Lalbagh West Gate,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",10,Monday,0.2013333333333333,0.1630905,0.11717172,1.0,0.26951122,0.18226600985221672,33.155232722609504,Medium
543,206_237,178,142.75,12.978242164044945,77.62865273932584,0.733427,0.0,0.42741573,60,8,0.4606741573033708,0.2640449438202247,WRONG PARKING,MOTOR CYCLE,Jeevanbheemanagar,No Junction,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",9,Wednesday,0.3733333333333333,0.39924568,0.5153218,0.0,0.26251522,0.3638282899366643,33.12007814328554,Medium
544,156_201,45,30.75,12.910954260164617,77.57840626666666,0.5488889,1.0,0.426,14,7,0.5111111111111111,0.4222222222222222,WRONG PARKING,MOTOR CYCLE,J.P. Nagar,BTP196 - Sarakki Main Road,"9th Cross Road, IG Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",0,Sunday,0.1726666666666667,0.1285361,0.1797981,1.0,0.25983503,0.15200562983814217,33.112123145169356,Medium
545,187_210,31,28.75,12.952465816129031,77.59077697419355,0.48064515,1.0,0.6048387,12,8,0.8709677419354839,0.0967741935483871,NO PARKING,CAR,Wilson Garden,BTP121 - KH Circle,"KH Road, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",2,Sunday,0.18133333333333335,0.11687307,0.055718523,1.0,0.5984039,0.16115411681914146,33.079100431301576,Medium
546,178_223,35,32.75,12.940320251428572,77.60921413428571,0.47571427,1.0,0.55228573,22,8,0.11428571428571428,0.08571428571428572,NO PARKING,CAR,Adugodi,BTP133 - Adugodi Junction,"Hosur Road, ML Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",3,Sunday,0.22133333333333333,0.13948648,0.04675328,1.0,0.49891305,0.20337790288529203,33.07376809795712,Medium
547,206_285,72,63.75,12.97875345138889,77.69495199444445,0.76180553,0.0,0.6531945,33,11,0.4166666666666667,0.1527777777777778,PARKING IN A MAIN ROAD,CAR,Mahadevapura,No Junction,"MN Krishnarao Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",8,Thursday,0.31533333333333335,0.25628138,0.56691915,0.0,0.6899486,0.30260380014074595,33.06835104071028,Medium
548,229_286,239,201.5,13.00891571799163,77.69641430543932,0.5897489,0.0,0.5598745,57,19,0.3179916317991632,0.20920502092050208,WRONG PARKING,CAR,K.R. Pura,No Junction,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",0,Wednesday,0.5446666666666666,0.46067035,0.254089,0.0,0.5132797,0.5446868402533427,33.05535205977429,Medium
549,197_204,34,29.5,12.965742117647059,77.58288909117647,0.5294118,1.0,0.46029413,20,8,0.3235294117647059,0.17647058823529413,WRONG PARKING,SCOOTER,Halasuru Gate,"BTP080 - NR Road, SP Road Junction","Sri Dharmaraya Swamy Temple Main Road, Ganigarpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",7,Friday,0.21333333333333332,0.12133612,0.14438513,1.0,0.324759,0.1949331456720619,33.053313562571795,Medium
550,199_290,49,46.0,12.96852591632653,77.7012465,0.91020405,0.0,0.43122452,20,11,0.04081632653061224,0.08163265306122448,PARKING IN A MAIN ROAD,SCOOTER,HAL Old Airport,No Junction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",9,Tuesday,0.26333333333333336,0.19885018,0.8367346,0.0,0.26972583,0.2477128782547502,33.05250758049586,Medium
551,193_208,38,35.0,12.960842868421052,77.5879927631579,0.475,1.0,0.5121053,22,10,0.42105263157894735,0.10526315789473684,NO PARKING,SCOOTER,Halasuru Gate,BTP180 - Swagath Poornima Theatre,"1st Cross Road, CSI Compound, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",8,Saturday,0.2546666666666667,0.1510554,0.045454606,1.0,0.4228454,0.2385643912737509,33.03740148085846,Medium
552,171_285,64,61.75,12.931074821875,77.6948793640625,0.79640627,0.0,0.63609374,15,9,0.609375,0.046875,PARKING IN A MAIN ROAD,CAR,HAL Old Airport,No Junction,"New Horizon College Road, Prestige Sunnyside ELM, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)",11,Thursday,0.21000000000000002,0.25065723,0.6298296,0.0,0.65757436,0.19141449683321604,33.00863197976481,Medium
553,244_173,158,139.25,13.028943921902325,77.53984433914978,0.63253164,0.0,0.5836076,64,16,0.5253164556962026,0.15822784810126583,NO PARKING,CAR,Yeshwanthpura,No Junction,"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2,Sunday,0.5226666666666666,0.3948272,0.33187574,0.0,0.55821013,0.5214637579169598,32.912583337869975,Medium
554,201_258,628,586.0,12.971740339441151,77.6580333624578,0.5063694,0.0,0.3867516,83,14,0.6003184713375797,0.08917197452229299,NO PARKING,SCOOTER,Jeevanbheemanagar,No Junction,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",7,Thursday,0.5653333333333334,0.6514499,0.1024899,0.0,0.18553184,0.5665024630541873,32.8833383319927,Medium
555,244_172,78,68.25,13.029620087179486,77.53859558589744,0.7673077,0.0,0.5846154,30,14,0.358974358974359,0.16666666666666666,PARKING IN A MAIN ROAD,PASSENGER AUTO,Yeshwanthpura,No Junction,"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",1,Monday,0.3533333333333334,0.26832554,0.5769231,0.0,0.560118,0.34271639690358907,32.84281388973787,Medium
556,199_202,64,49.0,12.96906018125,77.5800444453125,0.546875,0.890625,0.34984377,26,7,0.421875,0.3125,WRONG PARKING,SCOOTER,Halasuru Gate,BTP038 - Mysore Bank Junction,"Jama Masjid Main Road, Ballapurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",10,Sunday,0.22066666666666668,0.20994176,0.17613642,0.890625,0.11565973,0.20267417311752287,32.747210658350035,Medium
557,257_199,663,577.5,13.047416988838611,77.57588528401207,0.5217949,0.0,0.35746607,70,16,0.18401206636500755,0.17194570135746606,WRONG PARKING,SCOOTER,Kodigehalli,No Junction,"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",3,Thursday,0.5466666666666666,0.64883524,0.13053627,0.0,0.13008991,0.5467980295566502,32.74151993557591,Medium
558,168_275,269,245.0,12.927426246066645,77.68053110989257,0.54256505,0.0,0.68996286,46,11,0.24535315985130113,0.11895910780669144,WRONG PARKING,MAXI-CAB,Bellandur,No Junction,"RMZ Ecospace Internal Road, RMZ Ecospace Business Park, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",3,Wednesday,0.3673333333333333,0.4955521,0.16830014,0.0,0.7595568,0.35749472202674165,32.722341966809395,Medium
559,199_199,250,233.5,12.96910853241394,77.57555535318237,0.5352,0.216,0.43204,61,14,0.424,0.088,WRONG PARKING,SCOOTER,City Market,No Junction,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",9,Tuesday,0.4773333333333334,0.48697004,0.15490915,0.216,0.27126968,0.4736101337086559,32.685477629315265,Medium
560,156_206,59,35.75,12.910635010169491,77.58526903728814,0.55762714,1.0,0.33559325,9,8,0.3389830508474576,0.5254237288135594,WRONG PARKING,SCOOTER,J.P. Nagar,"BTP197 - 9th Cross, 24th Main, JP Nagar","9th Cross Road, Mayura Circle, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",4,Saturday,0.16933333333333334,0.1547515,0.19568576,1.0,0.08868134,0.14848698099929625,32.680129258133825,Medium
561,201_259,563,497.45,12.971693355950267,77.658185742984,0.4964476,0.0,0.42726466,82,17,0.5825932504440497,0.15097690941385436,NO PARKING,SCOOTER,Jeevanbheemanagar,No Junction,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",7,Thursday,0.6113333333333333,0.6221377,0.08445024,0.0,0.2622292,0.6150598170302604,32.658965790711136,Medium
562,213_182,34,25.75,12.987452929411765,77.55216546764706,0.5352941,1.0,0.48088238,18,7,0.35294117647058826,0.3235294117647059,WRONG PARKING,CAR,Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar","17th C Main Road, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,Sunday,0.18866666666666668,0.097819105,0.15508026,1.0,0.36373568,0.1688951442646024,32.62698304157162,Medium
563,221_184,33,30.75,12.998604875757575,77.55525047575757,0.5439394,1.0,0.4257576,11,6,0.42424242424242425,0.09090909090909091,WRONG PARKING,CAR,Malleshwaram,BTP008 - Navarang Theatre,"5th Cross Road, Block 2 Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,Thursday,0.14400000000000002,0.1285361,0.17079899,1.0,0.2593761,0.12174524982406756,32.57995242820522,Medium
564,193_153,302,271.55,12.96094053410596,77.5119343062914,0.5240066,0.0,0.5763245,89,13,0.6390728476821192,0.12251655629139073,WRONG PARKING,CAR,Jnanabharathi,No Junction,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",11,Sunday,0.5726666666666667,0.5139241,0.13455752,0.0,0.54442215,0.5742434904996482,32.537937284533115,Medium
565,246_187,39,33.75,13.032362823076923,77.55889122820513,0.96025646,0.0,0.4320513,9,8,0.23076923076923078,0.1794871794871795,PARKING IN A MAIN ROAD,CAR,Yeshwanthpura,No Junction,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",9,Monday,0.16933333333333334,0.1447206,0.927739,0.0,0.27129105,0.14848698099929625,32.456476444550205,Medium
566,204_187,765,650.1,12.975741040669352,77.55898727110986,0.48647058,0.00522875816993464,0.3221961,104,14,0.44052287581699345,0.19869281045751633,NO PARKING,SCOOTER,Magadi Road,No Junction,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",4,Monday,0.6493333333333333,0.67002773,0.06631021,0.00522875816993464,0.06331849,0.6551724137931034,32.39820907162475,Medium
567,198_247,39,30.0,12.966987312820512,77.64158124102565,0.5205128,1.0,0.45128205,15,8,0.3076923076923077,0.3076923076923077,NO PARKING,CAR,Jeevanbheemanagar,"BTP148 - 17th Main, Doopanahalli Bus Stop","15th Main Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",13,Saturday,0.19333333333333333,0.12425089,0.12820518,1.0,0.30769777,0.17382125263898662,32.369100831994324,Medium
568,214_185,32,25.25,12.98914131875,77.556020209375,0.5125,1.0,0.4875,19,11,0.3125,0.28125,WRONG PARKING,CAR,Rajajinagar,"BTP204 - ESI Hospital, Rajajinagar","10th Main Road, ESI Hospital Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,Thursday,0.25933333333333336,0.094436824,0.113636404,1.0,0.37626386,0.24349049964813513,32.34374244901221,Medium
569,180_195,32,26.75,12.943436715347161,77.5709231741628,0.575,1.0,0.328125,18,10,0.25,0.21875,WRONG PARKING,SCOOTER,Basavanagudi,BTP108 - Tagore Park Junction,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",3,Monday,0.2386666666666667,0.10439802,0.22727275,1.0,0.074542806,0.22167487684729065,32.29792569392347,Medium
570,221_194,383,316.7,12.998709516449086,77.5693359767624,0.537859,0.0,0.5553264,48,14,0.2819843342036554,0.2245430809399478,WRONG PARKING,CAR,Malleshwaram,No Junction,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",11,Monday,0.42533333333333334,0.5414015,0.15974373,0.0,0.5046695,0.4187192118226601,32.176533064304905,Medium
571,206_183,30,22.5,12.978198486666665,77.55323262666667,0.54,1.0,0.455,20,10,0.43333333333333335,0.3333333333333333,WRONG PARKING,SCOOTER,Magadi Road,"BTP062 - Basava Mantapa, Dr. Rajkumar Road","75th D Cross Road, Block 6, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",12,Tuesday,0.2466666666666667,0.074599296,0.16363646,1.0,0.31473646,0.23011963406052077,32.15044777481217,Medium
572,274_207,611,521.75,13.070294411620296,77.58728929099836,0.5239771,0.0,0.35229135,79,14,0.2127659574468085,0.19476268412438624,WRONG PARKING,SCOOTER,Kodigehalli,No Junction,"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",11,Monday,0.5493333333333333,0.6306703,0.13450387,0.0,0.120293364,0.549612948627727,32.13512180329816,Medium
573,209_188,33,30.0,12.982486542424242,77.56035072424243,0.5318182,1.0,0.4036364,22,7,0.21212121212121213,0.12121212121212122,WRONG PARKING,SCOOTER,Magadi Road,BTP010 - Rajajinagar Entrance,"80 Feet Ring Road, Sri Jagadguru Renukacharya Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",10,Wednesday,0.20466666666666666,0.12425089,0.14876044,1.0,0.21749733,0.18578465869106262,32.10061179747953,Medium
574,245_170,240,208.5,13.030912879928433,77.53582256809769,0.6020833,0.0,0.46779168,65,17,0.375,0.175,WRONG PARKING,CAR,Yeshwanthpura,No Junction,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",10,Saturday,0.5433333333333334,0.46676216,0.2765152,0.0,0.33895302,0.5432793807178046,32.07187869766286,Medium
575,214_216,405,357.75,12.989051269629629,77.59905154617284,0.53320986,0.0,0.47358024,72,13,0.49382716049382713,0.15555555555555556,WRONG PARKING,CAR,Shivajinagar,No Junction,"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",4,Thursday,0.5046666666666666,0.5631844,0.15129071,0.0,0.34991163,0.5024630541871921,32.017467508982556,Medium
576,115_263,50,47.0,12.855563261124876,77.66432753442808,0.864,0.0,0.4936,14,11,0.52,0.08,PARKING IN A MAIN ROAD,CAR,Electronic City,No Junction,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",2,Wednesday,0.23933333333333334,0.20262416,0.75272727,0.0,0.3878121,0.22237860661505982,32.0119329792022,Medium
577,190_291,266,219.5,12.956838196819984,77.70306861075188,0.56992483,0.0,0.51285714,74,16,0.44360902255639095,0.23308270676691728,NO PARKING,CAR,HAL Old Airport,No Junction,"HAL Airport Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,Monday,0.5626666666666666,0.47593543,0.21804519,0.0,0.42426875,0.5636875439831105,31.988432366796822,Medium
578,175_206,54,53.25,12.936816466666667,77.5849695388889,0.4888889,1.0,0.31666666,13,9,0.2962962962962963,0.018518518518518517,NO PARKING,SCOOTER,Wilson Garden,BTP218 - Syndicate Bank Junction,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",13,Saturday,0.202,0.22456546,0.070707135,1.0,0.052850433,0.18296973961998592,31.985671352188742,Medium
579,167_181,31,28.75,12.926130748387097,77.5504625032258,0.53709674,1.0,0.41290322,11,8,0.22580645161290322,0.0967741935483871,NO PARKING,SCOOTER,Banashankari,BTP155 - Katriguppe Junction,"Dr Vishwesha Teertha Swamy Gala Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",10,Tuesday,0.17733333333333334,0.11687307,0.15835777,1.0,0.23504083,0.1569317382125264,31.969227258412246,Medium
580,213_314,270,233.25,12.987569534814815,77.73478025,0.71259254,0.0,0.30481482,25,11,0.25555555555555554,0.1814814814814815,DOUBLE PARKING,MOTOR CYCLE,Whitefield,No Junction,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",4,Tuesday,0.2833333333333333,0.48677883,0.477441,0.0,0.03041309,0.26882477128782545,31.965662983795372,Medium
581,191_158,198,178.05,12.958036726767677,77.51904951969696,0.6199495,0.0,0.5079798,52,16,0.6111111111111112,0.11616161616161616,NO PARKING,CAR,Byatarayanapura,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Nagarabavi Circle, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",11,Friday,0.4746666666666667,0.4386084,0.30899915,0.0,0.41503525,0.4707952146375792,31.93457678421797,Medium
582,209_217,33,31.5,12.9827078,77.60098656060606,0.49242425,1.0,0.5245455,7,5,0.3333333333333333,0.06060606060606061,NO PARKING,CAR,Shivajinagar,BTP211 - Central Street Junction,"Hospital Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",5,Saturday,0.11133333333333334,0.13272126,0.07713506,1.0,0.4463966,0.0872624912033779,31.91021116889547,Medium
